Date,Product,Region,Marketing_Spend,Discount,Holiday,Units_Sold,Doctor_Promotions,Online_Ads_Clicks,Competitor_Price,Shelf_Space,Temperature,Humidity
2020-02-13,AntiAllergyZ,North,1681,0.052703454339944000,0,132,17,221,13.74,1.1380901486644800,17.74689173323600,77.33764028683430
2020-02-14,RednessReliefQ,East,568,0.08243414542743760,0,156,3,246,11.6,1.331028126124130,28.720738944740600,68.21958194314540
2020-02-15,RednessReliefQ,North,892,0.24698295320338100,0,143,24,666,14.97,2.3160301787499500,31.93270067495910,69.83456953461330
2020-02-16,RednessReliefQ,South,1608,0.06519870126316640,0,148,13,849,8.89,0.9851565321476500,27.85747368231780,71.7872230204323
2020-02-17,RednessReliefQ,South,766,0.185757644452049,0,138,49,455,8.52,0.6826176050893400,24.824112917482200,69.90973703710440
2020-02-18,AntiAllergyZ,South,1592,0.08521652660634320,0,107,8,784,12.66,1.1373792079810500,28.158590159253100,57.64464656393340
2020-02-19,RednessReliefQ,South,1110,0.19334371715352800,0,106,25,832,10.44,0.7093519410710670,26.364580571263400,69.34487317151790
2020-02-20,RednessReliefQ,East,1870,0.19119808059239900,0,160,1,730,10.06,0.757192971921105,29.630381168198700,65.00107151241320
2020-02-21,LubricantX,North,1508,0.09683981195761800,0,154,19,408,10.53,1.6477011959500500,29.518428208964800,74.16065334675150
2020-02-22,RednessReliefQ,East,1461,0.10392687984384100,0,158,27,794,10.16,0.6218038661989870,23.894672316948400,72.09839261349480
2020-02-23,AntiAllergyZ,South,1227,0.18095414272041800,0,153,46,387,8.7,0.5618617627871320,21.69679308557950,41.654975298690400
2020-02-24,AntiAllergyZ,East,1172,0.12801720775604300,0,155,6,406,14.81,1.9288282029410000,23.000885296569100,55.15548361330420
2020-02-25,AntiAllergyZ,North,922,0.08890959393998230,0,171,43,911,9.93,1.223294189682090,27.67925167502470,41.38864608735580
2020-02-26,AntiAllergyZ,East,1697,0.19633591975749600,0,161,7,693,13.27,0.7507506984677470,23.30280174101100,44.08299699064390
2020-02-27,RednessReliefQ,North,614,0.08082950486726680,0,174,46,822,13.46,1.0072255417194200,21.247351909230900,64.05642888014450
2020-02-28,RednessReliefQ,East,719,0.22112873282898900,0,157,34,761,14.54,1.784173014704800,24.995233143734000,74.95287284649010
2020-02-29,AntiAllergyZ,North,530,0.1529339048103660,0,148,13,648,8.7,1.0510731342817000,30.537284653344800,44.79299034837070
2020-03-01,AntiAllergyZ,North,1866,0.07114012077586010,0,159,16,451,14.17,1.4890422502408200,25.675540335670300,58.04357149867330
2020-03-02,RednessReliefQ,South,1900,0.1888144667061970,0,139,35,411,11.93,0.7433906134533450,23.618910019997900,76.43515619225780
2020-03-03,AntiAllergyZ,North,1653,0.1538326079149080,0,149,49,972,12.61,1.676187275210890,26.602158964733800,72.5720393468635
2020-03-04,LubricantX,South,1116,0.10961151435896200,0,160,39,158,12.69,1.1321553676865300,25.420196045249300,60.786715858637200
2020-03-05,AntiAllergyZ,South,1038,0.134507876044771,0,161,3,742,13.83,1.753936869057430,15.33181479495160,70.86285757315320
2020-03-06,AntiAllergyZ,South,1238,0.10966754871750000,0,156,1,813,10.67,2.116789764608050,28.483795715095800,60.90775096178150
2020-03-07,LubricantX,East,1525,0.10260516714855700,0,131,5,854,13.26,1.7232928387799800,27.037292199735500,46.32369349131400
2020-03-08,LubricantX,East,1370,0.08272168416874240,0,172,41,134,11.94,1.0914951251900400,25.08085899472870,44.98944452886720
2020-03-09,RednessReliefQ,East,600,0.12255342662749500,0,176,3,544,13.66,1.0114874030966000,30.311783503614600,47.53472928268280
2020-03-10,RednessReliefQ,East,1581,0.10019744126321400,1,193,28,192,14.94,1.154841917466900,31.06499682125100,54.03688379862720
2020-03-11,LubricantX,North,1912,0.18668689741078300,0,169,17,306,9.8,0.8292410264730100,28.993843307367800,77.22117070696080
2020-03-12,LubricantX,North,1191,0.1867753482326610,0,161,25,452,14.97,0.8623437017000400,20.74849591982230,71.98713654614410
2020-03-13,RednessReliefQ,East,1440,0.15036804851112800,0,141,43,431,9.08,2.081382203800340,20.921444446865200,57.3120624490527
2020-03-14,AntiAllergyZ,North,840,0.20558890549406400,1,192,33,916,8.52,1.26946515301489,30.58667770000990,59.72306839150300
2020-03-15,LubricantX,North,1360,0.21826794380121000,0,167,9,961,8.79,1.3719903611411700,15.613880365274000,50.624378306656600
2020-03-16,RednessReliefQ,South,1543,0.16595329148685500,0,167,35,824,10.72,1.6880989311336200,24.25576242418940,68.1741182588852
2020-03-17,AntiAllergyZ,South,1778,0.17378703255268700,0,158,13,258,12.61,1.6793069903031000,27.199129035155400,72.11062685848150
2020-03-18,LubricantX,South,1840,0.10657718195727300,0,157,30,123,8.95,0.6347537430438520,16.247961322762500,49.556187826703100
2020-03-19,AntiAllergyZ,South,537,0.22897384014110400,0,178,47,503,8.54,2.163081572675330,26.171716194251500,41.672864951458600
2020-03-20,RednessReliefQ,North,1159,0.05484120888450600,0,144,14,904,14.59,0.8546531064478790,29.77214538292980,64.95555772651880
2020-03-21,LubricantX,East,1909,0.11972049388856900,0,197,7,615,13.84,1.9461432720993400,17.572119649482600,62.500484765412700
2020-03-22,AntiAllergyZ,North,1427,0.1943600843099710,0,193,13,831,13.76,2.045341976256330,33.290851033470800,56.08524620115510
2020-03-23,LubricantX,North,1549,0.06601790193423230,0,158,22,463,14.25,1.9297990681826300,19.950849619505400,65.7557576709284
2020-03-24,AntiAllergyZ,North,953,0.08663390548565850,0,148,39,481,13.05,1.6579552931082900,27.87368123238520,62.024531919405700
2020-03-25,RednessReliefQ,South,1846,0.16785714557257000,0,126,20,631,9.18,0.5292179942177660,24.582017858206800,50.023263063767700
2020-03-26,RednessReliefQ,South,1236,0.1619987342927120,0,141,15,251,11.09,1.2207509847263400,25.347578118502300,55.909159024908900
2020-03-27,LubricantX,South,1318,0.197785659226191,0,181,44,661,13.2,1.7096788587251600,18.582524321629200,57.12454278988970
2020-03-28,AntiAllergyZ,East,1272,0.21252252781763400,0,173,17,788,10.32,1.2749025918450800,31.302364811765300,75.20991977902260
2020-03-29,LubricantX,North,512,0.07571591570233380,0,177,46,707,12.97,2.226959789825630,26.629417316751200,78.43616616515840
2020-03-30,LubricantX,East,1414,0.05367619795504840,0,130,23,716,8.66,1.1176045506992300,33.10420088451580,75.72005449585990
2020-03-31,AntiAllergyZ,South,1420,0.1879277039317810,0,160,25,519,10.49,1.0870695849173200,18.712913897104900,68.76712096207920
2020-04-01,AntiAllergyZ,East,1324,0.11027835915327200,0,195,24,349,12.07,1.031995386185320,24.09382683060650,63.399709344232900
2020-04-02,AntiAllergyZ,North,870,0.17519678278359100,0,166,44,216,12.61,1.165561737921590,26.047646198511000,67.57046541863820
2020-04-03,RednessReliefQ,North,1814,0.08010891761244490,0,143,40,965,12.25,1.6148099286283700,25.301915736474600,77.56436882930760
2020-04-04,LubricantX,South,831,0.1438080093331930,0,166,28,611,13.04,1.9140305885451800,28.3339267233621,49.99994940895330
2020-04-05,LubricantX,South,760,0.15088494921268700,0,153,14,839,8.54,1.8251358354775700,24.030407290380600,61.404820306936200
2020-04-06,RednessReliefQ,East,1728,0.16701556327464300,0,175,44,677,9.16,2.1154356399629600,35.61013023150340,67.58432076001630
2020-04-07,AntiAllergyZ,South,1196,0.15263400326611300,0,169,0,434,14.15,2.2718279909948500,25.1992116109409,67.16988005297100
2020-04-08,RednessReliefQ,South,1186,0.14913815404574300,0,180,24,517,12.93,2.1321580846867000,10.57922782118830,50.091158383073500
2020-04-09,RednessReliefQ,North,1449,0.11654683079677100,0,144,6,873,9.23,0.5378908067487090,25.42100504169690,63.46926109559010
2020-04-10,RednessReliefQ,South,886,0.06423604726361730,0,160,8,394,13.97,1.9718359071039800,31.307319924330900,71.83652569680630
2020-04-11,LubricantX,South,1320,0.06790403935936850,0,191,23,854,10.07,0.9167991472366630,20.38346949074730,59.003159202009800
2020-04-12,RednessReliefQ,North,967,0.13675565488143100,0,142,0,470,11.61,0.7658560854159650,20.066224054143800,71.7319230679494
2020-04-13,LubricantX,North,1938,0.12115862556419900,0,149,43,285,9.44,1.776977569598270,20.79805146830210,54.39530391018220
2020-04-14,LubricantX,East,568,0.15322696093490000,0,173,7,345,13.12,1.1394863908153900,19.617615950114400,77.55040508655040
2020-04-15,LubricantX,South,1995,0.1109676338512530,0,175,23,736,12.83,0.6142343267408870,22.60299143147000,61.35713761996400
2020-04-16,AntiAllergyZ,North,1627,0.18758201829106500,0,159,10,367,9.87,0.7752594687967230,29.5464861317461,63.837918031704600
2020-04-17,LubricantX,East,1684,0.2227909644019020,0,163,16,742,14.11,0.5018588337399220,32.63166364206350,41.254462752183500
2020-04-18,LubricantX,East,699,0.10977263775737400,0,179,7,336,11.11,2.306447254689420,12.878748380314000,46.81076548514380
2020-04-19,AntiAllergyZ,South,715,0.08859680158780570,0,186,34,629,10.4,0.5492359676824770,23.107726732112700,65.31735521884180
2020-04-20,LubricantX,South,711,0.07323611485081780,0,147,34,651,9.49,0.9189115390190220,26.513489971883700,56.79481487129090
2020-04-21,RednessReliefQ,East,1007,0.1732508081141630,0,176,32,120,10.23,1.3325255613758100,26.013391816926000,60.32655161832700
2020-04-22,RednessReliefQ,North,515,0.1387711982281140,0,199,4,836,8.64,1.2131426519016400,34.499698333114400,42.51885634934800
2020-04-23,LubricantX,East,1383,0.08760314343925780,0,166,41,966,12.29,2.3234517538255500,14.946530452089700,73.36540953641540
2020-04-24,AntiAllergyZ,South,831,0.1806273466583710,0,147,38,893,13.97,0.5805778914690840,12.054680326557500,71.38022409184870
2020-04-25,RednessReliefQ,North,1216,0.07969663660105690,1,146,40,619,12.07,1.5244294153541000,35.31106262019130,47.41415902887400
2020-04-26,AntiAllergyZ,North,1050,0.16086014116959100,0,165,27,199,9.93,1.860958925048750,28.767168466236700,65.37317429029520
2020-04-27,AntiAllergyZ,East,1441,0.15542967632505300,1,188,6,851,8.72,2.3633959473623400,22.14314206523550,72.73260846617090
2020-04-28,RednessReliefQ,South,755,0.19684556023721700,0,167,8,577,9.9,1.740742504247440,25.857993865339800,65.634165456624
2020-04-29,AntiAllergyZ,East,1491,0.061021927988133400,0,171,7,698,11.2,2.1075104720235300,26.21608811280530,52.41592381183380
2020-04-30,RednessReliefQ,East,1227,0.22757458637026600,0,147,11,397,13.44,0.6674498756906970,22.022396048320100,66.24444601912670
2020-05-01,AntiAllergyZ,East,1379,0.19059834522936400,0,187,33,625,9.72,1.2718790218738500,25.70889185345720,48.418469907328500
2020-05-02,RednessReliefQ,North,1314,0.09322519966975250,1,144,32,433,13.18,1.247894268958140,26.774066873300600,52.73019989117680
2020-05-03,LubricantX,North,1695,0.08668106972194800,0,156,47,101,14.14,2.2725764329114400,35.077651306814100,49.60278612428720
2020-05-04,RednessReliefQ,South,1148,0.1363320428287570,0,179,22,474,11.45,0.8027423425265500,29.817256111427700,62.27700409560830
2020-05-05,RednessReliefQ,South,1499,0.21351306590891900,1,125,23,392,13.84,0.8037723446732610,33.696615701210400,44.329065870621900
2020-05-06,RednessReliefQ,East,970,0.2185899986278210,0,169,36,936,12.11,1.157116299771600,18.28214258163550,77.33241521393350
2020-05-07,RednessReliefQ,East,1907,0.1540912184278770,0,144,34,652,12.64,0.6089320947336750,23.264013701910700,53.34049414651470
2020-05-08,AntiAllergyZ,East,1189,0.2221621725373480,0,165,43,417,11.92,0.8649160813049800,26.211234919658100,48.75880508423210
2020-05-09,LubricantX,South,1199,0.051088741838338100,0,158,39,601,11.51,2.4304192770914700,15.394496234335200,59.861992544073200
2020-05-10,RednessReliefQ,North,1006,0.057034926306319300,0,206,21,927,10.03,1.3563678797343500,30.9092966905464,51.07991273818860
2020-05-11,AntiAllergyZ,North,1491,0.23236431872734900,0,156,26,480,10.47,1.7640384168448700,28.21104886155630,61.39616345530580
2020-05-12,LubricantX,East,1509,0.20506638597718300,0,200,34,722,10.38,1.9522225186892700,23.16420740023070,53.940365991283400
2020-05-13,LubricantX,East,1303,0.14014121165007700,0,175,0,113,12.16,1.233922814014400,24.083328282496100,45.282672430761600
2020-05-14,LubricantX,East,1330,0.20072202629559700,0,147,34,603,9.28,0.7944541488210340,31.26933444411870,50.63580968109050
2020-05-15,LubricantX,East,1848,0.24112789234468400,1,169,36,330,14.46,0.9131620324435620,21.022810261815200,57.53759379846100
2020-05-16,RednessReliefQ,South,713,0.20441790477625700,0,156,46,183,13.18,1.1265329531612200,31.470926748311400,41.211729059185000
2020-05-17,RednessReliefQ,North,1731,0.21847426676366400,0,166,13,229,11.11,1.7721368407044500,23.73980631706860,70.82570108059050
2020-05-18,AntiAllergyZ,East,668,0.2021213162780120,0,147,2,842,9.53,1.2965610981781100,28.779980263884600,64.87298258361660
2020-05-19,AntiAllergyZ,South,1853,0.08364221848670830,0,195,0,937,14.23,0.5136293958002560,25.433821027894900,64.05438429113420
2020-05-20,AntiAllergyZ,East,1803,0.21671482192914700,0,179,4,244,13.85,1.5468143701349400,36.16596923325590,61.84199727531060
2020-05-21,LubricantX,East,1477,0.08902176400484200,0,160,25,990,13.19,2.3430267838148400,20.56303804946240,63.61252689300270
2020-05-22,LubricantX,North,1828,0.22852226560882900,0,194,13,956,10.27,2.1241552220173600,22.13358688711530,77.38607810828880
2020-05-23,RednessReliefQ,East,645,0.1417299796162150,0,160,38,127,11.12,2.150422742519260,17.469372611555800,40.34276843242960
2020-05-24,LubricantX,North,1015,0.18539535046220600,0,180,26,165,9.17,2.0901160352122600,19.516214164853400,41.91198838631000
2020-05-25,LubricantX,North,1613,0.14944816957612900,0,159,8,262,9.73,1.1474616512208500,28.565640538472600,47.659736397232100
2020-05-26,LubricantX,North,952,0.06879818588332040,0,165,14,328,13.59,2.030387667508780,33.000818194325300,46.692055199726000
2020-05-27,AntiAllergyZ,South,559,0.10814446152413300,0,155,14,360,13.15,0.786322715622386,29.132404351801400,47.24777837876730
2020-05-28,AntiAllergyZ,South,1834,0.2467463707994010,0,158,25,548,12.36,1.815432294551910,24.97304250136570,66.877755433946
2020-05-29,RednessReliefQ,North,1027,0.2421429503339640,0,159,41,523,14.32,1.7831371333699900,20.53192749171970,58.37933204200660
2020-05-30,LubricantX,East,1750,0.11409737953110900,1,142,12,559,12.29,0.5511395981794690,29.49209335813580,79.67115513338770
2020-05-31,LubricantX,North,1523,0.24925936084904500,0,147,31,775,11.54,2.0759402671818600,20.25699047407080,49.075436592117800
2020-06-01,RednessReliefQ,East,973,0.21911023909938000,0,150,38,400,10.71,2.306496210190260,18.255241328471200,52.433204041099800
2020-06-02,LubricantX,North,1256,0.17219189988645100,0,158,48,402,14.61,1.0348305569442200,23.45765333395050,79.36962867206600
2020-06-03,LubricantX,East,1281,0.0580249240522019,0,152,31,386,9.04,2.1247814483723000,14.830296915557500,73.27032563208990
2020-06-04,AntiAllergyZ,South,1602,0.2302893659076760,0,176,3,494,14.55,0.6648119437238960,18.093075627238800,58.79196882714130
2020-06-05,RednessReliefQ,East,932,0.16148585585286400,0,169,29,109,13.87,1.699935716522130,34.4299516794141,62.18387542183960
2020-06-06,RednessReliefQ,North,1676,0.22369523024055400,0,147,36,806,9.34,1.4712937306685500,17.16595787770800,73.72711682611360
2020-06-07,RednessReliefQ,South,900,0.21688582398114800,0,178,22,729,12.17,1.591847066618,19.059258094770900,59.239209841853100
2020-06-08,RednessReliefQ,East,1802,0.21660124304021700,0,188,38,369,14.13,2.3524104037686900,25.35916453853330,48.24094894328340
2020-06-09,AntiAllergyZ,East,556,0.18963477214298100,0,109,44,691,12.22,2.242630494493710,25.619519400150100,73.13778154217540
2020-06-10,AntiAllergyZ,East,1502,0.10828302773521000,0,168,14,704,14.4,2.070167314479510,23.82687851310570,61.51089965102570
2020-06-11,LubricantX,East,685,0.11723205154890400,0,135,42,877,14.63,1.047396915356740,14.983131255544400,46.12170388655290
2020-06-12,LubricantX,East,897,0.11169384251653700,0,164,28,943,11.25,2.3236372573721800,29.242446638188900,60.22343324737590
2020-06-13,LubricantX,South,1104,0.05400919990651290,0,172,35,961,10.95,0.6950153849277510,22.784733001210000,56.52813522387440
2020-06-14,LubricantX,South,1287,0.16651378184296200,0,129,12,460,14.59,2.2066584331175800,31.102247610874500,75.07370127527030
2020-06-15,AntiAllergyZ,South,657,0.18976673408920700,0,109,31,356,12.89,1.1563201447072200,21.775911892355800,45.04221725442810
2020-06-16,RednessReliefQ,South,1882,0.2207731987050410,0,162,6,232,9.25,0.6075446233239670,29.912471695702900,75.00839217792100
2020-06-17,AntiAllergyZ,North,1963,0.07803308667654610,0,147,21,375,8.77,1.8387139684815000,31.480417245397200,60.488440672411400
2020-06-18,LubricantX,South,1088,0.15883662979536000,0,111,27,875,12.17,0.9625598566319110,22.6652886212309,56.1745771992459
2020-06-19,AntiAllergyZ,East,965,0.05160162813475660,0,194,1,782,14.55,0.9871422517292640,29.402250970528200,46.47868737611760
2020-06-20,RednessReliefQ,East,945,0.0690187295421459,0,155,41,612,13.99,1.112094332457540,18.357276609418000,68.03271850554720
2020-06-21,RednessReliefQ,South,1300,0.060842348841198600,0,155,44,412,12.89,0.6273695350050340,26.31844743534750,77.07226836440160
2020-06-22,AntiAllergyZ,East,1596,0.1950956068030970,0,169,5,675,9.4,0.8542542883965080,31.111138541774200,55.01509415597280
2020-06-23,AntiAllergyZ,South,1428,0.06621191277552060,0,129,27,985,10.15,0.5102792551711210,27.592464229820600,49.66340002683330
2020-06-24,AntiAllergyZ,East,516,0.193290596311758,0,143,27,383,14.19,1.3908190422115700,37.031119614266200,62.19467667996630
2020-06-25,LubricantX,North,1230,0.09992494088211670,0,113,43,220,9.69,0.6685107548359430,27.87178996145580,71.84743793735480
2020-06-26,AntiAllergyZ,North,825,0.22554259213938800,0,127,43,206,10.31,1.865305210088400,23.173643736962500,40.15070778202130
2020-06-27,AntiAllergyZ,South,1494,0.21262999767276300,0,146,19,786,9.34,0.9712457023832970,39.20443196500750,65.25509745581720
2020-06-28,AntiAllergyZ,South,1112,0.24156604349505500,0,104,29,303,12.89,2.387148288070350,33.16850508673780,63.86064002794520
2020-06-29,RednessReliefQ,South,1045,0.22675240309160600,0,124,10,264,14.64,2.242503254797310,16.98546219100800,52.7260874321664
2020-06-30,RednessReliefQ,East,1095,0.23666588382326900,0,118,27,404,10.25,1.0788817899364200,21.079181975358400,58.05692014419880
2020-07-01,LubricantX,South,1420,0.22174847930266200,0,138,24,596,11.59,2.0664309093133600,19.809209464793400,49.878528966472800
2020-07-02,LubricantX,North,1341,0.1886763801229710,0,146,38,731,12.62,2.1064898093296100,28.228148022545300,71.59542951807370
2020-07-03,RednessReliefQ,East,1725,0.0840518304250872,0,149,32,655,15.0,2.473126228228820,27.855790184083900,65.3813973346443
2020-07-04,RednessReliefQ,South,843,0.10434150377081900,0,153,0,923,9.18,1.69567997369137,27.817259661977500,61.30846488155940
2020-07-05,RednessReliefQ,East,1358,0.09254539322605460,0,160,26,255,11.74,0.6639314692873240,16.850452702505200,55.70104793671310
2020-07-06,AntiAllergyZ,East,1923,0.17071715753164100,0,144,12,466,11.0,1.793674457852760,21.809542266974800,51.65537544082930
2020-07-07,AntiAllergyZ,South,1741,0.15072398759472000,0,169,40,818,14.13,1.7499594967520700,24.253573726381800,72.90945944173730
2020-07-08,RednessReliefQ,East,944,0.22341599943168500,0,133,2,719,11.59,1.7767011548408600,15.89039725339640,58.05630681734280
2020-07-09,AntiAllergyZ,North,721,0.24053457329981500,0,127,38,350,9.22,1.114291296208420,20.640861167210500,60.05789679366690
2020-07-10,AntiAllergyZ,North,1906,0.13097197792362900,0,142,5,981,12.62,2.219359170160670,31.78216855082870,60.83314922162970
2020-07-11,LubricantX,East,1091,0.15127011065616200,0,125,7,433,13.51,2.418944365910820,17.229620010152100,57.93467741726310
2020-07-12,RednessReliefQ,South,1530,0.24430327136082800,1,165,26,741,8.52,0.9354250259563030,32.276302468592400,50.243537049537000
2020-07-13,RednessReliefQ,East,1795,0.10524778832462900,1,150,8,610,14.08,0.6763043162732890,30.455745462677500,44.81361760972210
2020-07-14,AntiAllergyZ,North,1517,0.20847815507176300,0,142,36,392,9.71,0.8890700663369680,23.546313900977600,43.94149068670960
2020-07-15,RednessReliefQ,East,515,0.09504798046704930,1,129,32,119,12.09,2.1411042785114400,21.755635003161600,70.29850093362750
2020-07-16,LubricantX,East,1947,0.18629202308505400,0,118,41,381,11.2,1.853289269639700,29.159138110726500,48.94111289206050
2020-07-17,LubricantX,North,1023,0.10072312552771300,0,139,43,896,13.18,1.7720946846782500,21.061299195521800,42.226912598159000
2020-07-18,LubricantX,East,1302,0.22674667776627700,0,102,23,100,10.91,1.303586270218850,21.31001025026940,71.90069626783540
2020-07-19,RednessReliefQ,East,520,0.16229558874733500,0,155,14,218,14.15,1.6556559430228700,24.88065797997640,46.16246611442590
2020-07-20,RednessReliefQ,South,727,0.08718672817487690,0,120,31,134,13.25,1.1157482505487300,14.348832021065400,65.00584366933420
2020-07-21,RednessReliefQ,South,1507,0.09487383513969720,1,129,31,297,12.71,1.4544001588359200,17.750122007991500,53.54573085791450
2020-07-22,RednessReliefQ,North,1811,0.14876983914162000,0,104,23,584,13.68,2.086126056741310,23.421693754992600,45.059210267652400
2020-07-23,RednessReliefQ,North,1308,0.24232040511497600,0,136,40,856,13.4,2.4624831949109200,27.378480161063000,56.5792391701744
2020-07-24,LubricantX,North,1657,0.2039284327767310,0,112,48,158,8.73,2.3649778471796000,20.99213030960660,40.592354445305000
2020-07-25,AntiAllergyZ,South,1806,0.14766192856516900,0,133,48,936,11.07,2.3677318856925000,24.01194760989160,73.64179930050240
2020-07-26,LubricantX,North,903,0.11754382891244300,0,135,11,260,14.55,1.3044474696942200,16.93270295931180,60.53991845367430
2020-07-27,RednessReliefQ,North,1589,0.15985369866968900,0,106,38,790,9.32,1.4375797610135800,29.6624192613516,45.566400436318500
2020-07-28,LubricantX,North,936,0.19967216668572400,0,96,1,305,13.29,1.911270792737960,26.100411647804900,49.479212735559400
